"","Date","Colony","Ant.ID","Pair.ID","Ant.In.Pair","Time","Junction","Entered.From","Exited.Toward","Action..inspect.ignore.","Inspect","Num.Inspections","Node.From","Node.To","Direction.From","Width.From","Rel.Width.From","Direction.To","Width.To","Rel.Width.To","Turn.Type","Turn.Width","Turn.Trunk"
"1146","7/2/21","21-MW3","7A","7","A",NA,"20",NA,NA,NA,FALSE,4,"2","22","main",0.45,"wide","right",0.34,"narrow","R","N","away.from.trunk"
"1147","7/2/21","21-MW3","7A","7","A",NA,"22",NA,NA,NA,FALSE,4,"20","222","main",0.34,"wide","right",0.34,"wide","R","W","away.from.trunk"
"1148","7/2/21","21-MW3","7A","7","A",NA,"222",NA,NA,NA,FALSE,4,"22","22","main",0.34,"wide","main",0.34,"wide","U",NA,NA
"1149","7/2/21","21-MW3","7A","7","A",NA,"22",NA,NA,NA,FALSE,4,"222","20","right",0.34,"wide","main",0.34,"wide","L","W","to.trunk"
"1150","7/2/21","21-MW3","7A","7","A",NA,"20",NA,NA,NA,FALSE,4,"22","21","right",0.34,"narrow","left",0.45,"wide","R","=","away.from.trunk"
"1151","7/2/21","21-MW3","7A","7","A",NA,"21",NA,NA,NA,FALSE,4,"20","212","main",0.45,"wide","right",0.45,"wide","R","W","away.from.trunk"
"1152","7/2/21","21-MW3","7A","7","A",NA,"212",NA,NA,NA,FALSE,4,"21","2121","main",0.45,"wide","left",0.45,"wide","L","W","away.from.trunk"
"1153","7/2/21","21-MW3","7A","7","A",NA,"212",NA,NA,NA,FALSE,4,"2121","21","left",0.45,"wide","main",0.45,"wide","R","W","to.trunk"
"1154","7/2/21","21-MW3","7A","7","A",NA,"21",NA,NA,NA,FALSE,4,"212","211","right",0.45,"wide","left",0.34,"narrow","R","N","away.from.trunk"
"1155","7/2/21","21-MW3","7A","7","A",NA,"211",NA,NA,NA,FALSE,4,"21","2111","main",0.34,"wide","left",0.34,"wide","L","W","away.from.trunk"
"1156","7/2/21","21-MW3","7A","7","A",NA,"211",NA,NA,NA,FALSE,5,"2111","21","left",0.34,"wide","main",0.34,"wide","R","W","to.trunk"
"1157","7/2/21","21-MW3","7A","7","A",NA,"21",NA,NA,NA,FALSE,5,"211","20","left",0.34,"narrow","main",0.45,"wide","R","=","to.trunk"
"1158","7/2/21","21-MW3","7A","7","A",NA,"20",NA,NA,NA,FALSE,5,"21","2","left",0.45,"wide","main",0.45,"wide","R","W","to.trunk"
"1159","7/2/21","21-MW3","7A","7","A",NA,"2",NA,NA,NA,FALSE,5,"20","4","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"1160","7/2/21","21-MW3","7A","7","A",NA,"4",NA,"6",NA,FALSE,5,"2","6","main",0.6,"wide","right",0.6,"wide","R","W","away.from.trunk"
"1161","7/2/21","21-MW3","7A","7","A",NA,"4","6",NA,NA,FALSE,5,"6","40","right",0.6,"wide","left",0.45,"narrow","R","N","away.from.trunk"
"1162","7/2/21","21-MW3","7A","7","A",NA,"40",NA,NA,NA,FALSE,5,"4","42","main",0.45,"wide","right",0.45,"wide","R","W","away.from.trunk"
"1163","7/2/21","21-MW3","7A","7","A",NA,"42",NA,NA,NA,FALSE,5,"40","421","main",0.45,"wide","left",0.45,"wide","L","W","away.from.trunk"
"1164","7/2/21","21-MW3","7A","7","A",NA,"42",NA,NA,NA,FALSE,5,"421","40","left",0.45,"wide","main",0.45,"wide","R","W","to.trunk"
"1165","7/2/21","21-MW3","7A","7","A",NA,"40",NA,NA,NA,FALSE,5,"42","41","right",0.45,"wide","left",0.34,"narrow","R","N","away.from.trunk"
"1166","7/2/21","21-MW3","7A","7","A",NA,"41",NA,NA,NA,FALSE,5,"40","412","main",0.34,"wide","right",0.25,"narrow","R","N","away.from.trunk"
"1167","7/2/21","21-MW3","7A","7","A",NA,"41",NA,"40",NA,FALSE,6,"412","40","right",0.25,"narrow","main",0.34,"wide","L","=","to.trunk"
"1168","7/2/21","21-MW3","7A","7","A",NA,"41","40",NA,NA,FALSE,6,"40","40","main",0.34,"wide","main",0.34,"wide","U",NA,NA
"1169","7/2/21","21-MW3","7A","7","A",NA,"40",NA,NA,NA,FALSE,6,"41","4","left",0.34,"narrow","main",0.45,"wide","R","=","to.trunk"
"1170","7/2/21","21-MW3","7A","7","A",NA,"4",NA,NA,NA,FALSE,6,"40","2","left",0.45,"narrow","main",0.6,"wide","R","=","to.trunk"
"1171","7/2/21","21-MW3","7A","7","A",NA,"2",NA,NA,NA,FALSE,6,"4","0","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"1172","7/2/21","21-MW3","7A","7","A",NA,"0",NA,"1",NA,FALSE,6,"2","1","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"1173","7/2/21","21-MW3","7A","7","A",NA,"0","1",NA,NA,FALSE,6,"1","2","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"1174","7/2/21","21-MW3","7A","7","A",NA,"2",NA,"4",NA,FALSE,6,"0","4","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"1175","7/2/21","21-MW3","7A","7","A",NA,"2","4",NA,NA,FALSE,6,"4","0","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"1176","7/2/21","21-MW3","7A","7","A",NA,"0",NA,NA,NA,FALSE,6,"2","1","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"1177","7/2/21","21-MW3","7A","7","A",NA,"1",NA,"10",NA,FALSE,6,"0","10","right",0.6,"wide","left",0.45,"narrow","R","N","away.from.trunk"
"1178","7/2/21","21-MW3","7A","7","A",NA,"1","10",NA,NA,FALSE,6,"10","0","left",0.45,"narrow","right",0.6,"wide","L","=","away.from.trunk"
"1179","7/2/21","21-MW3","7A","7","A",NA,"0",NA,NA,NA,FALSE,6,"1","2","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"1180","7/2/21","21-MW3","7A","7","A",NA,"2",NA,NA,NA,FALSE,6,"0","0","main",0.6,"wide","main",0.6,"wide","U",NA,NA
"1181","7/2/21","21-MW3","7A","7","A",NA,"0",NA,"1",NA,FALSE,6,"2","1","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"1182","7/2/21","21-MW3","7A","7","A",NA,"0","1",NA,NA,FALSE,6,"1","-1","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"1183","7/2/21","21-MW3","7B","7","B","16:32","0",NA,NA,NA,FALSE,0,"-1","1","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"1184","7/2/21","21-MW3","7B","7","B",NA,"1",NA,NA,NA,FALSE,0,"0","3","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"1185","7/2/21","21-MW3","7B","7","B",NA,"3",NA,NA,NA,FALSE,0,"1","5","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"1186","7/2/21","21-MW3","7B","7","B",NA,"5",NA,NA,NA,FALSE,0,"3","50","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"1187","7/2/21","21-MW3","7B","7","B",NA,"50",NA,NA,NA,FALSE,0,"5","51","main",0.45,"wide","left",0.45,"wide","L","W","away.from.trunk"
"1188","7/2/21","21-MW3","7B","7","B",NA,"50",NA,NA,NA,FALSE,1,"51","52","left",0.45,"wide","right",0.34,"narrow","L","N","away.from.trunk"
"1189","7/2/21","21-MW3","7B","7","B",NA,"50",NA,NA,NA,FALSE,2,"52","5","right",0.34,"narrow","main",0.45,"wide","L","=","to.trunk"
"1190","7/2/21","21-MW3","7B","7","B",NA,"5",NA,NA,NA,FALSE,2,"50","7","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"1191","7/2/21","21-MW3","7B","7","B",NA,"7",NA,NA,NA,FALSE,2,"5","71","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"1192","7/2/21","21-MW3","7B","7","B","16:37","7",NA,NA,NA,FALSE,3,"71","72","main",0.6,"wide","left",0.45,"narrow","L","N","away.from.trunk"
"1193","7/2/21","21-MW3","7B","7","B",NA,"7",NA,NA,NA,FALSE,3,"72","5","left",0.45,"narrow","right",0.6,"wide","L","=","away.from.trunk"
"1194","7/2/21","21-MW3","7B","7","B",NA,"5",NA,NA,NA,FALSE,3,"7","50","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"1195","7/2/21","21-MW3","7B","7","B",NA,"50",NA,NA,NA,FALSE,3,"5","51","main",0.45,"wide","left",0.45,"wide","L","W","away.from.trunk"
"1196","7/2/21","21-MW3","7B","7","B",NA,"50",NA,NA,NA,FALSE,3,"51","5","left",0.45,"wide","main",0.45,"wide","R","W","to.trunk"
"1197","7/2/21","21-MW3","7B","7","B",NA,"5",NA,NA,NA,FALSE,3,"50","3","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"1198","7/2/21","21-MW3","7B","7","B",NA,"3",NA,NA,NA,FALSE,3,"5","1","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"1199","7/2/21","21-MW3","7B","7","B",NA,"1",NA,NA,NA,FALSE,3,"3","0","main",0.6,"wide","right",0.6,"wide","R","W","away.from.trunk"
"1200","7/2/21","21-MW3","7B","7","B",NA,"0",NA,NA,NA,FALSE,3,"1","2","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"1201","7/2/21","21-MW3","7B","7","B",NA,"2",NA,NA,NA,FALSE,3,"0","0","main",0.6,"wide","main",0.6,"wide","U",NA,NA
"1202","7/2/21","21-MW3","7B","7","B",NA,"0",NA,NA,NA,FALSE,3,"2","-1","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"1203","7/6/21","21-BA2","1A","1","A","15:43","0",NA,NA,NA,FALSE,0,"-1","2","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"1204","7/6/21","21-BA2","1A","1","A",NA,"2",NA,NA,NA,FALSE,0,"0","20","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"1205","7/6/21","21-BA2","1A","1","A",NA,"20",NA,NA,NA,FALSE,0,"2","22","main",0.45,"wide","right",0.34,"narrow","R","N","away.from.trunk"
"1206","7/6/21","21-BA2","1A","1","A",NA,"22",NA,NA,NA,FALSE,0,"20","221","main",0.34,"wide","left",0.25,"narrow","L","N","away.from.trunk"
"1207","7/6/21","21-BA2","1A","1","A",NA,"221",NA,NA,NA,FALSE,0,"22","2211","main",0.25,"narrow","left",0.25,"narrow","L","=","away.from.trunk"
"1208","7/6/21","21-BA2","1A","1","A",NA,"221",NA,NA,NA,FALSE,1,"2211","2212","left",0.25,"narrow","right",0.25,"narrow","L","=","away.from.trunk"
"1209","7/6/21","21-BA2","1A","1","A",NA,"221",NA,NA,NA,FALSE,1,"2212","22","right",0.25,"narrow","main",0.25,"narrow","L","=","to.trunk"
"1210","7/6/21","21-BA2","1A","1","A",NA,"22",NA,NA,NA,FALSE,1,"221","222","left",0.25,"narrow","right",0.34,"wide","L","=","away.from.trunk"
"1211","7/6/21","21-BA2","1A","1","A",NA,"222",NA,NA,NA,FALSE,1,"22","22","main",0.34,"wide","main",0.34,"wide","U",NA,NA
"1212","7/6/21","21-BA2","1A","1","A",NA,"22",NA,NA,NA,FALSE,1,"222","20","right",0.34,"wide","main",0.34,"wide","L","W","to.trunk"
"1213","7/6/21","21-BA2","1A","1","A",NA,"20",NA,NA,NA,FALSE,1,"22","2","right",0.34,"narrow","main",0.45,"wide","L","=","to.trunk"
"1214","7/6/21","21-BA2","1A","1","A",NA,"2",NA,NA,NA,FALSE,1,"20","0","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"1215","7/6/21","21-BA2","1A","1","A",NA,"0",NA,NA,NA,FALSE,1,"2","-1","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"1216","7/6/21","21-BA2","1A","1","A",NA,"0",NA,NA,NA,FALSE,1,"-1","1","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"1217","7/6/21","21-BA2","1A","1","A",NA,"1",NA,"3",NA,FALSE,1,"0","3","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"1218","7/6/21","21-BA2","1A","1","A",NA,"1","3","10",NA,FALSE,1,"3","10","main",0.6,"wide","left",0.45,"narrow","L","N","away.from.trunk"
"1219","7/6/21","21-BA2","1A","1","A",NA,"1","10","0",NA,FALSE,1,"10","0","left",0.45,"narrow","right",0.6,"wide","L","=","away.from.trunk"
"1220","7/6/21","21-BA2","1A","1","A",NA,"1","0",NA,NA,FALSE,1,"0","3","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"1221","7/6/21","21-BA2","1A","1","A",NA,"3",NA,"5",NA,FALSE,1,"1","5","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"1222","7/6/21","21-BA2","1A","1","A",NA,"3","5",NA,NA,FALSE,1,"5","1","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"1223","7/6/21","21-BA2","1A","1","A",NA,"1",NA,"10",NA,FALSE,1,"3","10","main",0.6,"wide","left",0.45,"narrow","L","N","away.from.trunk"
"1224","7/6/21","21-BA2","1A","1","A",NA,"1","10",NA,NA,FALSE,1,"10","3","left",0.45,"narrow","main",0.6,"wide","R","=","to.trunk"
"1225","7/6/21","21-BA2","1A","1","A",NA,"3",NA,"30",NA,FALSE,1,"1","30","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"1226","7/6/21","21-BA2","1A","1","A",NA,"3","30","5",NA,FALSE,1,"30","5","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"1227","7/6/21","21-BA2","1A","1","A",NA,"3","5",NA,NA,FALSE,1,"5","1","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"1228","7/6/21","21-BA2","1A","1","A",NA,"1",NA,"10",NA,FALSE,1,"3","10","main",0.6,"wide","left",0.45,"narrow","L","N","away.from.trunk"
"1229","7/6/21","21-BA2","1A","1","A",NA,"1","10",NA,NA,FALSE,1,"10","0","left",0.45,"narrow","right",0.6,"wide","L","=","away.from.trunk"
"1230","7/6/21","21-BA2","1A","1","A",NA,"0",NA,"-1",NA,FALSE,1,"1","-1","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"1231","7/6/21","21-BA2","1A","1","A",NA,"0","-1","2",NA,FALSE,1,"-1","2","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"1232","7/6/21","21-BA2","1A","1","A",NA,"0","2",NA,NA,FALSE,1,"2","2","left",0.6,"wide","left",0.6,"wide","U",NA,NA
"1233","7/6/21","21-BA2","1A","1","A",NA,"2",NA,"20",NA,FALSE,1,"0","20","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"1234","7/6/21","21-BA2","1A","1","A",NA,"2","20","4",NA,FALSE,1,"20","4","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"1235","7/6/21","21-BA2","1A","1","A",NA,"2","4",NA,NA,FALSE,1,"4","0","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"1236","7/6/21","21-BA2","1A","1","A",NA,"0",NA,NA,NA,FALSE,1,"2","1","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"1237","7/6/21","21-BA2","1A","1","A",NA,"1",NA,NA,NA,FALSE,1,"0","10","right",0.6,"wide","left",0.45,"narrow","R","N","away.from.trunk"
"1238","7/6/21","21-BA2","1A","1","A",NA,"10",NA,NA,NA,FALSE,1,"1","11","main",0.45,"wide","left",0.34,"narrow","L","N","away.from.trunk"
"1239","7/6/21","21-BA2","1A","1","A",NA,"11",NA,NA,NA,FALSE,1,"10","10","main",0.34,"wide","main",0.34,"wide","U",NA,NA
"1240","7/6/21","21-BA2","1A","1","A",NA,"10",NA,NA,NA,FALSE,1,"11","1","left",0.34,"narrow","main",0.45,"wide","R","=","to.trunk"
"1241","7/6/21","21-BA2","1A","1","A",NA,"1",NA,NA,NA,FALSE,1,"10","3","left",0.45,"narrow","main",0.6,"wide","R","=","to.trunk"
"1242","7/6/21","21-BA2","1A","1","A",NA,"3",NA,NA,NA,FALSE,1,"1","5","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"1243","7/6/21","21-BA2","1A","1","A",NA,"5",NA,NA,NA,FALSE,1,"3","50","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"1244","7/6/21","21-BA2","1A","1","A",NA,"50",NA,NA,NA,FALSE,1,"5","51","main",0.45,"wide","left",0.45,"wide","L","W","away.from.trunk"
"1245","7/6/21","21-BA2","1A","1","A",NA,"50",NA,NA,NA,FALSE,2,"51","5","left",0.45,"wide","main",0.45,"wide","R","W","to.trunk"
"1246","7/6/21","21-BA2","1A","1","A",NA,"5",NA,NA,NA,FALSE,2,"50","7","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"1247","7/6/21","21-BA2","1A","1","A",NA,"7",NA,NA,NA,FALSE,2,"5","71","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"1248","7/6/21","21-BA2","1A","1","A",NA,"7",NA,NA,NA,FALSE,2,"71","72","main",0.6,"wide","left",0.45,"narrow","L","N","away.from.trunk"
"1249","7/6/21","21-BA2","1A","1","A",NA,"7",NA,NA,NA,FALSE,2,"72","5","left",0.45,"narrow","right",0.6,"wide","L","=","away.from.trunk"
"1250","7/6/21","21-BA2","1A","1","A",NA,"5",NA,"50",NA,FALSE,2,"7","50","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"1251","7/6/21","21-BA2","1A","1","A",NA,"5","50",NA,NA,FALSE,2,"50","3","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"1252","7/6/21","21-BA2","1A","1","A",NA,"3",NA,NA,NA,FALSE,2,"5","1","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"1253","7/6/21","21-BA2","1A","1","A",NA,"1",NA,"10",NA,FALSE,2,"3","10","main",0.6,"wide","left",0.45,"narrow","L","N","away.from.trunk"
"1254","7/6/21","21-BA2","1A","1","A",NA,"1","10","0",NA,FALSE,2,"10","0","left",0.45,"narrow","right",0.6,"wide","L","=","away.from.trunk"
"1255","7/6/21","21-BA2","1A","1","A",NA,"1","0","10",NA,FALSE,2,"0","10","right",0.6,"wide","left",0.45,"narrow","R","N","away.from.trunk"
"1256","7/6/21","21-BA2","1A","1","A",NA,"1","10",NA,NA,FALSE,2,"10","3","left",0.45,"narrow","main",0.6,"wide","R","=","to.trunk"
"1257","7/6/21","21-BA2","1A","1","A",NA,"3",NA,NA,NA,FALSE,2,"1","30","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"1258","7/6/21","21-BA2","1A","1","A",NA,"30",NA,NA,NA,FALSE,2,"3","31","main",0.45,"wide","left",0.34,"narrow","L","N","away.from.trunk"
"1259","7/6/21","21-BA2","1A","1","A",NA,"31",NA,NA,NA,FALSE,2,"30","311","main",0.34,"wide","left",0.25,"narrow","L","N","away.from.trunk"
"1260","7/6/21","21-BA2","1A","1","A",NA,"31",NA,NA,NA,FALSE,2,"311","312","left",0.25,"narrow","right",0.34,"wide","L","=","away.from.trunk"
"1261","7/6/21","21-BA2","1A","1","A",NA,"31",NA,NA,NA,FALSE,3,"312","311","right",0.34,"wide","left",0.25,"narrow","R","N","away.from.trunk"
"1262","7/6/21","21-BA2","1A","1","A",NA,"31",NA,NA,NA,FALSE,3,"311","311","left",0.25,"narrow","left",0.25,"narrow","U",NA,NA
"1263","7/6/21","21-BA2","1A","1","A",NA,"31",NA,NA,NA,FALSE,3,"311","30","left",0.25,"narrow","main",0.34,"wide","R","=","to.trunk"
"1264","7/6/21","21-BA2","1A","1","A",NA,"30",NA,NA,NA,FALSE,3,"31","3","left",0.34,"narrow","main",0.45,"wide","R","=","to.trunk"
"1265","7/6/21","21-BA2","1A","1","A",NA,"3",NA,NA,NA,FALSE,3,"30","1","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"1266","7/6/21","21-BA2","1A","1","A",NA,"1",NA,"10",NA,FALSE,3,"3","10","main",0.6,"wide","left",0.45,"narrow","L","N","away.from.trunk"
"1267","7/6/21","21-BA2","1A","1","A",NA,"1","10",NA,NA,FALSE,3,"10","0","left",0.45,"narrow","right",0.6,"wide","L","=","away.from.trunk"
"1268","7/6/21","21-BA2","1A","1","A",NA,"0",NA,NA,NA,FALSE,3,"1","1","main",0.6,"wide","main",0.6,"wide","U",NA,NA
"1269","7/6/21","21-BA2","1A","1","A",NA,"1",NA,NA,NA,FALSE,3,"0","0","right",0.6,"wide","right",0.6,"wide","U",NA,NA
"1270","7/6/21","21-BA2","1A","1","A",NA,"0",NA,"2",NA,FALSE,3,"1","2","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"1271","7/6/21","21-BA2","1A","1","A",NA,"0","2",NA,NA,FALSE,3,"2","-1","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"1272","7/6/21","21-BA2","1B","1","B","16:06","0",NA,NA,NA,FALSE,0,"-1","1","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"1273","7/6/21","21-BA2","1B","1","B",NA,"1",NA,NA,NA,FALSE,0,"0","3","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"1274","7/6/21","21-BA2","1B","1","B",NA,"3",NA,NA,NA,FALSE,0,"1","5","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"1275","7/6/21","21-BA2","1B","1","B",NA,"5",NA,NA,NA,FALSE,0,"3","7","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"1276","7/6/21","21-BA2","1B","1","B",NA,"7",NA,NA,NA,FALSE,0,"5","72","right",0.6,"wide","left",0.45,"narrow","R","N","away.from.trunk"
"1277","7/6/21","21-BA2","1B","1","B",NA,"7",NA,NA,NA,FALSE,1,"72","71","left",0.45,"narrow","main",0.6,"wide","R","=","to.trunk"
"1278","7/6/21","21-BA2","1B","1","B",NA,"7",NA,NA,NA,FALSE,2,"71","5","main",0.6,"wide","right",0.6,"wide","R","W","away.from.trunk"
"1279","7/6/21","21-BA2","1B","1","B",NA,"5",NA,NA,NA,FALSE,2,"7","50","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"1280","7/6/21","21-BA2","1B","1","B",NA,"50",NA,NA,NA,FALSE,2,"5","51","main",0.45,"wide","left",0.45,"wide","L","W","away.from.trunk"
"1281","7/6/21","21-BA2","1B","1","B",NA,"50",NA,NA,NA,FALSE,2,"51","51","left",0.45,"wide","left",0.45,"wide","U",NA,NA
"1282","7/6/21","21-BA2","1B","1","B",NA,"50",NA,NA,NA,FALSE,2,"51","51","left",0.45,"wide","left",0.45,"wide","U",NA,NA
"1283","7/6/21","21-BA2","1B","1","B",NA,"50",NA,NA,NA,FALSE,2,"51","52","left",0.45,"wide","right",0.34,"narrow","L","N","away.from.trunk"
"1284","7/6/21","21-BA2","1B","1","B",NA,"50",NA,NA,NA,FALSE,2,"52","51","right",0.34,"narrow","left",0.45,"wide","R","=","away.from.trunk"
"1285","7/6/21","21-BA2","1B","1","B",NA,"50",NA,NA,NA,FALSE,2,"51","52","left",0.45,"wide","right",0.34,"narrow","L","N","away.from.trunk"
"1286","7/6/21","21-BA2","1B","1","B",NA,"50",NA,NA,NA,FALSE,2,"52","5","right",0.34,"narrow","main",0.45,"wide","L","=","to.trunk"
"1287","7/6/21","21-BA2","1B","1","B",NA,"5",NA,NA,NA,FALSE,2,"50","3","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"1288","7/6/21","21-BA2","1B","1","B",NA,"3",NA,NA,NA,FALSE,2,"5","1","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"1289","7/6/21","21-BA2","1B","1","B",NA,"1",NA,NA,NA,FALSE,2,"3","0","main",0.6,"wide","right",0.6,"wide","R","W","away.from.trunk"
"1290","7/6/21","21-BA2","1B","1","B",NA,"0",NA,NA,NA,FALSE,2,"1","-1","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"1291","7/7/21","21-BA2","2A","2","A","14:15","0",NA,NA,"appears injured, missing legs on left side",FALSE,0,"-1","1","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"1292","7/7/21","21-BA2","2A","2","A",NA,"1",NA,NA,NA,FALSE,0,"0","0","right",0.6,"wide","right",0.6,"wide","U",NA,NA
"1293","7/7/21","21-BA2","2A","2","A",NA,"0",NA,"2",NA,FALSE,0,"1","2","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"1294","7/7/21","21-BA2","2A","2","A",NA,"0","2","-1",NA,FALSE,0,"2","-1","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"1295","7/7/21","21-BA2","2A","2","A",NA,"0","-1",NA,NA,FALSE,0,"-1","1","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"1296","7/7/21","21-BA2","2A","2","A",NA,"1",NA,NA,NA,FALSE,0,"0","3","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"1297","7/7/21","21-BA2","2A","2","A",NA,"3",NA,NA,NA,FALSE,0,"1","5","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"1298","7/7/21","21-BA2","2A","2","A",NA,"5",NA,NA,NA,FALSE,0,"3","7","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"1299","7/7/21","21-BA2","2A","2","A",NA,"7",NA,NA,NA,FALSE,0,"5","72","right",0.6,"wide","left",0.45,"narrow","R","N","away.from.trunk"
"1300","7/7/21","21-BA2","2A","2","A",NA,"7",NA,NA,NA,FALSE,1,"72","71","left",0.45,"narrow","main",0.6,"wide","R","=","to.trunk"
"1301","7/7/21","21-BA2","2A","2","A",NA,"7",NA,NA,NA,FALSE,2,"71","72","main",0.6,"wide","left",0.45,"narrow","L","N","away.from.trunk"
"1302","7/7/21","21-BA2","2A","2","A",NA,"7",NA,NA,NA,FALSE,3,"72","5","left",0.45,"narrow","right",0.6,"wide","L","=","away.from.trunk"
"1303","7/7/21","21-BA2","2A","2","A",NA,"5",NA,NA,NA,FALSE,3,"7","3","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"1304","7/7/21","21-BA2","2A","2","A",NA,"3",NA,NA,NA,FALSE,3,"5","1","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"1305","7/7/21","21-BA2","2A","2","A",NA,"1",NA,NA,NA,FALSE,3,"3","0","main",0.6,"wide","right",0.6,"wide","R","W","away.from.trunk"
"1306","7/7/21","21-BA2","2A","2","A",NA,"0",NA,"-1",NA,FALSE,3,"1","-1","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"1307","7/7/21","21-BA2","2A","2","A",NA,"0","-1",NA,NA,FALSE,3,"-1","2","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"1308","7/7/21","21-BA2","2A","2","A",NA,"2",NA,NA,NA,FALSE,3,"0","4","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"1309","7/7/21","21-BA2","2A","2","A",NA,"4",NA,NA,NA,FALSE,3,"2","40","main",0.6,"wide","left",0.45,"narrow","L","N","away.from.trunk"
"1310","7/7/21","21-BA2","2A","2","A",NA,"40",NA,NA,NA,FALSE,3,"4","41","main",0.45,"wide","left",0.34,"narrow","L","N","away.from.trunk"
"1311","7/7/21","21-BA2","2A","2","A",NA,"41",NA,NA,NA,FALSE,3,"40","411","main",0.34,"wide","left",0.34,"wide","L","W","away.from.trunk"
"1312","7/7/21","21-BA2","2B","2","B","14:44","0",NA,NA,NA,FALSE,0,"-1","2","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
