"","Date","Colony","Ant.ID","Pair.ID","Ant.In.Pair","Time","Junction","Entered.From","Exited.Toward","Action..inspect.ignore.","Inspect","Num.Inspections","Node.From","Node.To","Direction.From","Width.From","Rel.Width.From","Direction.To","Width.To","Rel.Width.To","Turn.Type","Turn.Width","Turn.Trunk"
"485","6/24/21","21-SP3","7A","7","A",NA,"22","222",NA,NA,FALSE,1,"222","20","right",0.34,"wide","main",0.34,"wide","L","W","to.trunk"
"486","6/24/21","21-SP3","7A","7","A",NA,"20",NA,NA,NA,FALSE,1,"22","2","right",0.34,"narrow","main",0.45,"wide","L","=","to.trunk"
"487","6/24/21","21-SP3","7A","7","A",NA,"2",NA,"0",NA,FALSE,1,"20","0","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"488","6/24/21","21-SP3","7A","7","A",NA,"2","0",NA,NA,FALSE,1,"0","0","main",0.6,"wide","main",0.6,"wide","U",NA,NA
"489","6/24/21","21-SP3","7A","7","A",NA,"0",NA,NA,NA,FALSE,1,"2","-1","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"490","6/24/21","21-SP3","7B","7","B","16:45","0",NA,"2",NA,FALSE,0,"-1","2","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"491","6/24/21","21-SP3","7B","7","B",NA,"0","2",NA,NA,FALSE,0,"2","1","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"492","6/24/21","21-SP3","7B","7","B",NA,"1",NA,"10",NA,FALSE,0,"0","10","right",0.6,"wide","left",0.45,"narrow","R","N","away.from.trunk"
"493","6/24/21","21-SP3","7B","7","B",NA,"1","10",NA,NA,FALSE,0,"10","0","left",0.45,"narrow","right",0.6,"wide","L","=","away.from.trunk"
"494","6/24/21","21-SP3","7B","7","B",NA,"0",NA,NA,NA,FALSE,0,"1","-1","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"495","6/24/21","21-SP3","7B","7","B","16:48","0",NA,NA,NA,FALSE,0,"-1","-1","right",0.45,"narrow","right",0.45,"narrow","U",NA,NA
"496","6/24/21","21-SP3","7B","7","B","16:51","0",NA,NA,NA,FALSE,0,"-1","2","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"497","6/24/21","21-SP3","7B","7","B",NA,"2",NA,"20",NA,FALSE,0,"0","20","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"498","6/24/21","21-SP3","7B","7","B",NA,"2","20",NA,NA,FALSE,0,"20","0","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"499","6/24/21","21-SP3","7B","7","B",NA,"0",NA,"-1",NA,FALSE,0,"2","-1","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"500","6/24/21","21-SP3","7B","7","B",NA,"0","-1",NA,NA,FALSE,0,"-1","1","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"501","6/24/21","21-SP3","7B","7","B",NA,"1",NA,NA,NA,FALSE,0,"0","3","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"502","6/24/21","21-SP3","7B","7","B",NA,"3",NA,NA,NA,FALSE,0,"1","30","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"503","6/24/21","21-SP3","7B","7","B",NA,"30",NA,"31",NA,FALSE,0,"3","31","main",0.45,"wide","left",0.34,"narrow","L","N","away.from.trunk"
"504","6/24/21","21-SP3","7B","7","B",NA,"30","31",NA,NA,FALSE,0,"31","3","left",0.34,"narrow","main",0.45,"wide","R","=","to.trunk"
"505","6/24/21","21-SP3","7B","7","B",NA,"3",NA,"5",NA,FALSE,0,"30","5","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"506","6/24/21","21-SP3","7B","7","B",NA,"3","5",NA,NA,FALSE,0,"5","1","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"507","6/24/21","21-SP3","7B","7","B",NA,"1",NA,"3",NA,FALSE,0,"3","3","main",0.6,"wide","main",0.6,"wide","U",NA,NA
"508","6/24/21","21-SP3","7B","7","B",NA,"1","3",NA,NA,FALSE,0,"3","0","main",0.6,"wide","right",0.6,"wide","R","W","away.from.trunk"
"509","6/24/21","21-SP3","7B","7","B",NA,"0",NA,NA,NA,FALSE,0,"1","1","main",0.6,"wide","main",0.6,"wide","U",NA,NA
"510","6/24/21","21-SP3","7B","7","B",NA,"1",NA,NA,NA,FALSE,0,"0","3","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"511","6/24/21","21-SP3","7B","7","B",NA,"3",NA,NA,NA,FALSE,0,"1","30","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"512","6/24/21","21-SP3","7B","7","B",NA,"30",NA,NA,NA,FALSE,0,"3","31","main",0.45,"wide","left",0.34,"narrow","L","N","away.from.trunk"
"513","6/24/21","21-SP3","7B","7","B",NA,"31",NA,NA,NA,FALSE,0,"30","311","main",0.34,"wide","left",0.25,"narrow","L","N","away.from.trunk"
"514","6/24/21","21-SP3","7B","7","B",NA,"31",NA,NA,NA,FALSE,0,"311","312","left",0.25,"narrow","right",0.34,"wide","L","=","away.from.trunk"
"515","6/24/21","21-SP3","7B","7","B",NA,"31",NA,NA,NA,FALSE,0,"312","30","right",0.34,"wide","main",0.34,"wide","L","W","to.trunk"
"516","6/24/21","21-SP3","7B","7","B",NA,"30",NA,NA,NA,FALSE,0,"31","32","left",0.34,"narrow","right",0.45,"wide","L","=","away.from.trunk"
"517","6/24/21","21-SP3","7B","7","B",NA,"32",NA,NA,NA,FALSE,0,"30","321","main",0.34,"wide","left",0.34,"wide","L","W","away.from.trunk"
"518","6/24/21","21-SP3","7B","7","B",NA,"32",NA,NA,NA,FALSE,0,"321","322","left",0.34,"wide","right",0.25,"narrow","L","N","away.from.trunk"
"519","6/24/21","21-SP3","7B","7","B",NA,"32",NA,NA,NA,FALSE,1,"322","321","right",0.25,"narrow","left",0.34,"wide","R","=","away.from.trunk"
"520","6/24/21","21-SP3","7B","7","B",NA,"32",NA,NA,NA,FALSE,2,"321","30","left",0.34,"wide","main",0.34,"wide","R","W","to.trunk"
"521","6/24/21","21-SP3","7B","7","B",NA,"30",NA,"3",NA,FALSE,2,"32","3","right",0.45,"wide","main",0.45,"wide","L","W","to.trunk"
"522","6/24/21","21-SP3","7B","7","B",NA,"30","3",NA,NA,FALSE,2,"3","31","main",0.45,"wide","left",0.34,"narrow","L","N","away.from.trunk"
"523","6/24/21","21-SP3","7B","7","B",NA,"31",NA,NA,NA,FALSE,2,"30","312","main",0.34,"wide","right",0.34,"wide","R","W","away.from.trunk"
"524","6/24/21","21-SP3","7B","7","B",NA,"31",NA,NA,NA,FALSE,2,"312","30","right",0.34,"wide","main",0.34,"wide","L","W","to.trunk"
"525","6/24/21","21-SP3","7B","7","B",NA,"30",NA,NA,NA,FALSE,2,"31","31","left",0.34,"narrow","left",0.34,"narrow","U",NA,NA
"526","6/24/21","21-SP3","7B","7","B",NA,"31",NA,NA,NA,FALSE,2,"30","311","main",0.34,"wide","left",0.25,"narrow","L","N","away.from.trunk"
"527","6/24/21","21-SP3","7B","7","B",NA,"31",NA,NA,NA,FALSE,3,"311","312","left",0.25,"narrow","right",0.34,"wide","L","=","away.from.trunk"
"528","6/24/21","21-SP3","7B","7","B",NA,"31",NA,NA,NA,FALSE,3,"312","30","right",0.34,"wide","main",0.34,"wide","L","W","to.trunk"
"529","6/24/21","21-SP3","7B","7","B",NA,"30",NA,NA,NA,FALSE,3,"31","32","left",0.34,"narrow","right",0.45,"wide","L","=","away.from.trunk"
"530","6/24/21","21-SP3","7B","7","B",NA,"32",NA,"30",NA,FALSE,3,"30","30","main",0.34,"wide","main",0.34,"wide","U",NA,NA
"531","6/24/21","21-SP3","7B","7","B",NA,"32","30",NA,NA,FALSE,3,"30","322","main",0.34,"wide","right",0.25,"narrow","R","N","away.from.trunk"
"532","6/24/21","21-SP3","7B","7","B",NA,"32",NA,NA,NA,FALSE,3,"322","30","right",0.25,"narrow","main",0.34,"wide","L","=","to.trunk"
"533","6/24/21","21-SP3","7B","7","B",NA,"30",NA,NA,NA,FALSE,3,"32","3","right",0.45,"wide","main",0.45,"wide","L","W","to.trunk"
"534","6/24/21","21-SP3","7B","7","B",NA,"3",NA,"1",NA,FALSE,3,"30","1","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"535","6/24/21","21-SP3","7B","7","B",NA,"3","1","5",NA,FALSE,3,"1","5","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"536","6/24/21","21-SP3","7B","7","B",NA,"3","5","30",NA,FALSE,3,"5","30","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"537","6/24/21","21-SP3","7B","7","B",NA,"3","30",NA,NA,FALSE,3,"30","1","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"538","6/24/21","21-SP3","7B","7","B",NA,"1",NA,NA,NA,FALSE,3,"3","0","main",0.6,"wide","right",0.6,"wide","R","W","away.from.trunk"
"539","6/24/21","21-SP3","7B","7","B",NA,"0",NA,NA,NA,FALSE,3,"1","-1","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"540","6/25/21","21-SP3","8A","8","A","14:34","0",NA,"1","looked at 2 first",FALSE,0,"-1","1","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"541","6/25/21","21-SP3","8A","8","A",NA,"0","1","-1",NA,FALSE,0,"1","-1","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"542","6/25/21","21-SP3","8A","8","A",NA,"0","-1",NA,NA,FALSE,0,"-1","1","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"543","6/25/21","21-SP3","8A","8","A",NA,"1",NA,NA,NA,FALSE,0,"0","3","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"544","6/25/21","21-SP3","8A","8","A",NA,"3",NA,"30",NA,FALSE,0,"1","30","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"545","6/25/21","21-SP3","8A","8","A",NA,"3","30",NA,NA,FALSE,0,"30","5","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"546","6/25/21","21-SP3","8A","8","A",NA,"5",NA,"7",NA,FALSE,0,"3","7","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"547","6/25/21","21-SP3","8A","8","A",NA,"5","7","50",NA,FALSE,0,"7","50","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"548","6/25/21","21-SP3","8A","8","A",NA,"5","50",NA,NA,FALSE,0,"50","3","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"549","6/25/21","21-SP3","8A","8","A",NA,"3",NA,NA,NA,FALSE,0,"5","1","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"550","6/25/21","21-SP3","8A","8","A",NA,"1",NA,NA,NA,FALSE,0,"3","3","main",0.6,"wide","main",0.6,"wide","U",NA,NA
"551","6/25/21","21-SP3","8A","8","A",NA,"3",NA,NA,NA,FALSE,0,"1","5","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"552","6/25/21","21-SP3","8A","8","A",NA,"5",NA,NA,NA,FALSE,0,"3","7","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"553","6/25/21","21-SP3","8A","8","A",NA,"7",NA,NA,NA,FALSE,0,"5","71","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"554","6/25/21","21-SP3","8B","8","B","14:53","0",NA,"2",NA,FALSE,0,"-1","2","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"555","6/25/21","21-SP3","8B","8","B",NA,"0","2","1",NA,FALSE,0,"2","1","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"556","6/25/21","21-SP3","8B","8","B",NA,"0","1",NA,NA,FALSE,0,"1","1","main",0.6,"wide","main",0.6,"wide","U",NA,NA
"557","6/25/21","21-SP3","8B","8","B",NA,"1",NA,"10",NA,FALSE,0,"0","10","right",0.6,"wide","left",0.45,"narrow","R","N","away.from.trunk"
"558","6/25/21","21-SP3","8B","8","B",NA,"1","10",NA,NA,FALSE,0,"10","0","left",0.45,"narrow","right",0.6,"wide","L","=","away.from.trunk"
"559","6/25/21","21-SP3","8B","8","B",NA,"0",NA,NA,NA,FALSE,0,"1","2","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"560","6/25/21","21-SP3","8B","8","B",NA,"2",NA,"20",NA,FALSE,0,"0","20","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"561","6/25/21","21-SP3","8B","8","B",NA,"2","20",NA,NA,FALSE,0,"20","0","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"562","6/25/21","21-SP3","8B","8","B",NA,"0",NA,NA,NA,FALSE,0,"2","1","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"563","6/25/21","21-SP3","8B","8","B",NA,"1",NA,"3",NA,FALSE,0,"0","3","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"564","6/25/21","21-SP3","8B","8","B",NA,"1","3","10",NA,FALSE,0,"3","10","main",0.6,"wide","left",0.45,"narrow","L","N","away.from.trunk"
"565","6/25/21","21-SP3","8B","8","B",NA,"1","10",NA,NA,FALSE,0,"10","0","left",0.45,"narrow","right",0.6,"wide","L","=","away.from.trunk"
"566","6/25/21","21-SP3","8B","8","B",NA,"0",NA,NA,NA,FALSE,0,"1","-1","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"567","6/25/21","21-SP3","8B","8","B","14:56","0",NA,"1",NA,FALSE,0,"-1","1","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"568","6/25/21","21-SP3","8B","8","B",NA,"0","1",NA,NA,FALSE,0,"1","1","main",0.6,"wide","main",0.6,"wide","U",NA,NA
"569","6/25/21","21-SP3","8B","8","B",NA,"1",NA,NA,NA,FALSE,0,"0","3","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"570","6/25/21","21-SP3","8B","8","B",NA,"3",NA,"30",NA,FALSE,0,"1","30","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"571","6/25/21","21-SP3","8B","8","B",NA,"3","30","5",NA,FALSE,0,"30","5","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"572","6/25/21","21-SP3","8B","8","B",NA,"3","5",NA,NA,FALSE,0,"5","1","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"573","6/25/21","21-SP3","8B","8","B",NA,"1",NA,"10",NA,FALSE,0,"3","10","main",0.6,"wide","left",0.45,"narrow","L","N","away.from.trunk"
"574","6/25/21","21-SP3","8B","8","B",NA,"1","10",NA,NA,FALSE,0,"10","0","left",0.45,"narrow","right",0.6,"wide","L","=","away.from.trunk"
"575","6/25/21","21-SP3","8B","8","B",NA,"0",NA,NA,NA,FALSE,0,"1","2","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"576","6/25/21","21-SP3","8B","8","B",NA,"2",NA,NA,NA,FALSE,0,"0","20","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"577","6/25/21","21-SP3","8B","8","B",NA,"20",NA,NA,NA,FALSE,0,"2","21","main",0.45,"wide","left",0.45,"wide","L","W","away.from.trunk"
"578","6/25/21","21-SP3","8B","8","B",NA,"21",NA,"211",NA,FALSE,0,"20","211","main",0.45,"wide","left",0.34,"narrow","L","N","away.from.trunk"
"579","6/25/21","21-SP3","8B","8","B",NA,"21","211","212",NA,FALSE,0,"211","212","left",0.34,"narrow","right",0.45,"wide","L","=","away.from.trunk"
"580","6/25/21","21-SP3","8B","8","B",NA,"21","212",NA,NA,FALSE,0,"212","20","right",0.45,"wide","main",0.45,"wide","L","W","to.trunk"
"581","6/25/21","21-SP3","8B","8","B",NA,"20",NA,NA,NA,FALSE,0,"21","2","left",0.45,"wide","main",0.45,"wide","R","W","to.trunk"
"582","6/25/21","21-SP3","8B","8","B",NA,"2",NA,NA,NA,FALSE,0,"20","4","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"583","6/25/21","21-SP3","8B","8","B",NA,"4",NA,"6",NA,FALSE,0,"2","6","main",0.6,"wide","right",0.6,"wide","R","W","away.from.trunk"
"584","6/25/21","21-SP3","8B","8","B",NA,"4","6",NA,NA,FALSE,0,"6","40","right",0.6,"wide","left",0.45,"narrow","R","N","away.from.trunk"
"585","6/25/21","21-SP3","8B","8","B",NA,"40",NA,"42",NA,FALSE,0,"4","42","main",0.45,"wide","right",0.45,"wide","R","W","away.from.trunk"
"586","6/25/21","21-SP3","8B","8","B",NA,"40","42",NA,NA,FALSE,0,"42","41","right",0.45,"wide","left",0.34,"narrow","R","N","away.from.trunk"
"587","6/25/21","21-SP3","8B","8","B",NA,"41",NA,NA,NA,FALSE,0,"40","40","main",0.34,"wide","main",0.34,"wide","U",NA,NA
"588","6/25/21","21-SP3","8B","8","B",NA,"40",NA,NA,NA,FALSE,0,"41","4","left",0.34,"narrow","main",0.45,"wide","R","=","to.trunk"
"589","6/25/21","21-SP3","8B","8","B",NA,"4",NA,NA,NA,FALSE,0,"40","2","left",0.45,"narrow","main",0.6,"wide","R","=","to.trunk"
"590","6/25/21","21-SP3","8B","8","B",NA,"2",NA,NA,NA,FALSE,0,"4","0","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"591","6/25/21","21-SP3","8B","8","B",NA,"0",NA,NA,NA,FALSE,0,"2","2","left",0.6,"wide","left",0.6,"wide","U",NA,NA
"592","6/25/21","21-SP3","8B","8","B",NA,"2",NA,NA,NA,FALSE,0,"0","0","main",0.6,"wide","main",0.6,"wide","U",NA,NA
"593","6/25/21","21-SP3","8B","8","B",NA,"0",NA,NA,NA,FALSE,0,"2","-1","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"594","6/25/21","21-SP3","8B","8","B","15:00","0",NA,"2",NA,FALSE,0,"-1","2","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"595","6/25/21","21-SP3","8B","8","B",NA,"0","2","-1",NA,FALSE,0,"2","-1","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"596","6/25/21","21-SP3","8B","8","B",NA,"0","-1",NA,NA,FALSE,0,"-1","2","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"597","6/25/21","21-SP3","8B","8","B",NA,"2",NA,NA,NA,FALSE,0,"0","20","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"598","6/25/21","21-SP3","8B","8","B",NA,"20",NA,NA,NA,FALSE,0,"2","22","main",0.45,"wide","right",0.34,"narrow","R","N","away.from.trunk"
"599","6/25/21","21-SP3","8B","8","B",NA,"22",NA,NA,NA,FALSE,0,"20","222","main",0.34,"wide","right",0.34,"wide","R","W","away.from.trunk"
"600","6/25/21","21-SP3","8B","8","B",NA,"222",NA,NA,NA,FALSE,0,"22","2221","main",0.34,"wide","left",0.25,"narrow","L","N","away.from.trunk"
"601","6/25/21","21-SP3","8B","8","B",NA,"222",NA,NA,NA,FALSE,0,"2221","2222","left",0.25,"narrow","right",0.34,"wide","L","=","away.from.trunk"
"602","6/25/21","21-SP3","8B","8","B",NA,"222",NA,NA,NA,FALSE,1,"2222","22","right",0.34,"wide","main",0.34,"wide","L","W","to.trunk"
"603","6/25/21","21-SP3","8B","8","B",NA,"22",NA,NA,NA,FALSE,1,"222","20","right",0.34,"wide","main",0.34,"wide","L","W","to.trunk"
"604","6/25/21","21-SP3","8B","8","B",NA,"20",NA,NA,NA,FALSE,1,"22","2","right",0.34,"narrow","main",0.45,"wide","L","=","to.trunk"
"605","6/25/21","21-SP3","8B","8","B",NA,"2",NA,NA,NA,FALSE,1,"20","0","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"606","6/25/21","21-SP3","8B","8","B",NA,"0",NA,"-1",NA,FALSE,1,"2","-1","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"607","6/25/21","21-SP3","8B","8","B",NA,"0","-1","1",NA,FALSE,1,"-1","1","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"608","6/25/21","21-SP3","8B","8","B",NA,"0","1",NA,NA,FALSE,1,"1","1","main",0.6,"wide","main",0.6,"wide","U",NA,NA
"609","6/25/21","21-SP3","8B","8","B",NA,"1",NA,NA,NA,FALSE,1,"0","3","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"610","6/25/21","21-SP3","8B","8","B",NA,"3",NA,NA,NA,FALSE,1,"1","30","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"611","6/25/21","21-SP3","8B","8","B",NA,"30",NA,"31",NA,FALSE,1,"3","31","main",0.45,"wide","left",0.34,"narrow","L","N","away.from.trunk"
"612","6/25/21","21-SP3","8B","8","B",NA,"30","31",NA,NA,FALSE,1,"31","32","left",0.34,"narrow","right",0.45,"wide","L","=","away.from.trunk"
"613","6/25/21","21-SP3","8B","8","B",NA,"32",NA,NA,NA,FALSE,1,"30","322","main",0.34,"wide","right",0.25,"narrow","R","N","away.from.trunk"
"614","6/25/21","21-SP3","8B","8","B",NA,"32",NA,NA,NA,FALSE,2,"322","321","right",0.25,"narrow","left",0.34,"wide","R","=","away.from.trunk"
"615","6/25/21","21-SP3","8B","8","B",NA,"32",NA,NA,NA,FALSE,3,"321","30","left",0.34,"wide","main",0.34,"wide","R","W","to.trunk"
"616","6/25/21","21-SP3","8B","8","B",NA,"30",NA,NA,NA,FALSE,3,"32","31","right",0.45,"wide","left",0.34,"narrow","R","N","away.from.trunk"
"617","6/25/21","21-SP3","8B","8","B",NA,"31",NA,NA,NA,FALSE,3,"30","311","main",0.34,"wide","left",0.25,"narrow","L","N","away.from.trunk"
"618","6/25/21","21-SP3","8B","8","B",NA,"31",NA,NA,NA,FALSE,4,"311","30","left",0.25,"narrow","main",0.34,"wide","R","=","to.trunk"
"619","6/25/21","21-SP3","8B","8","B",NA,"30",NA,NA,NA,FALSE,4,"31","3","left",0.34,"narrow","main",0.45,"wide","R","=","to.trunk"
"620","6/25/21","21-SP3","8B","8","B",NA,"3",NA,NA,NA,FALSE,4,"30","1","right",0.45,"narrow","left",0.6,"wide","R","=","away.from.trunk"
"621","6/25/21","21-SP3","8B","8","B",NA,"1",NA,NA,NA,FALSE,4,"3","0","main",0.6,"wide","right",0.6,"wide","R","W","away.from.trunk"
"622","6/25/21","21-SP3","8B","8","B",NA,"0",NA,NA,NA,FALSE,4,"1","-1","main",0.6,"wide","right",0.45,"narrow","R","N","away.from.trunk"
"623","6/28/21","21-MW3","1A","1","A","15:55","0",NA,NA,NA,FALSE,0,"-1","1","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"624","6/28/21","21-MW3","1A","1","A",NA,"1",NA,NA,NA,FALSE,0,"0","3","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"625","6/28/21","21-MW3","1A","1","A",NA,"3",NA,NA,NA,FALSE,0,"1","5","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"626","6/28/21","21-MW3","1A","1","A",NA,"5",NA,NA,NA,FALSE,0,"3","7","left",0.6,"wide","main",0.6,"wide","R","W","to.trunk"
"627","6/28/21","21-MW3","1A","1","A",NA,"7",NA,NA,NA,FALSE,0,"5","71","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"628","6/28/21","21-MW3","1A","1","A",NA,"7",NA,"5",NA,FALSE,1,"71","5","main",0.6,"wide","right",0.6,"wide","R","W","away.from.trunk"
"629","6/28/21","21-MW3","1A","1","A",NA,"7","5",NA,NA,FALSE,1,"5","71","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"630","6/28/21","21-MW3","1A","1","A",NA,"7",NA,"72",NA,FALSE,2,"71","72","main",0.6,"wide","left",0.45,"narrow","L","N","away.from.trunk"
"631","6/28/21","21-MW3","1A","1","A",NA,"7","72",NA,NA,FALSE,2,"72","5","left",0.45,"narrow","right",0.6,"wide","L","=","away.from.trunk"
"632","6/28/21","21-MW3","1A","1","A",NA,"5",NA,NA,NA,FALSE,2,"7","7","main",0.6,"wide","main",0.6,"wide","U",NA,NA
"633","6/28/21","21-MW3","1A","1","A",NA,"7",NA,NA,NA,FALSE,2,"5","71","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"634","6/28/21","21-MW3","1A","1","A",NA,"7",NA,NA,NA,FALSE,2,"71","72","main",0.6,"wide","left",0.45,"narrow","L","N","away.from.trunk"
"635","6/28/21","21-MW3","1A","1","A",NA,"7",NA,NA,NA,FALSE,2,"72","5","left",0.45,"narrow","right",0.6,"wide","L","=","away.from.trunk"
"636","6/28/21","21-MW3","1A","1","A",NA,"5",NA,"3",NA,FALSE,2,"7","3","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"637","6/28/21","21-MW3","1A","1","A",NA,"5","3","50",NA,FALSE,2,"3","50","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"638","6/28/21","21-MW3","1A","1","A",NA,"5","50",NA,NA,FALSE,2,"50","7","right",0.45,"narrow","main",0.6,"wide","L","=","to.trunk"
"639","6/28/21","21-MW3","1A","1","A",NA,"7",NA,NA,NA,FALSE,2,"5","71","right",0.6,"wide","main",0.6,"wide","L","W","to.trunk"
"640","6/28/21","21-MW3","1A","1","A",NA,"7",NA,NA,NA,FALSE,3,"71","72","main",0.6,"wide","left",0.45,"narrow","L","N","away.from.trunk"
"641","6/28/21","21-MW3","1A","1","A",NA,"7",NA,NA,NA,FALSE,4,"72","5","left",0.45,"narrow","right",0.6,"wide","L","=","away.from.trunk"
"642","6/28/21","21-MW3","1A","1","A",NA,"5",NA,NA,NA,FALSE,4,"7","3","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"643","6/28/21","21-MW3","1A","1","A",NA,"3",NA,NA,NA,FALSE,4,"5","1","main",0.6,"wide","left",0.6,"wide","L","W","away.from.trunk"
"644","6/28/21","21-MW3","1A","1","A",NA,"1",NA,NA,NA,FALSE,4,"3","3","main",0.6,"wide","main",0.6,"wide","U",NA,NA
"645","6/28/21","21-MW3","1A","1","A",NA,"3",NA,NA,NA,FALSE,4,"1","30","left",0.6,"wide","right",0.45,"narrow","L","N","away.from.trunk"
"646","6/28/21","21-MW3","1A","1","A",NA,"30",NA,NA,NA,FALSE,4,"3","31","main",0.45,"wide","left",0.34,"narrow","L","N","away.from.trunk"
"647","6/28/21","21-MW3","1A","1","A",NA,"31",NA,"311",NA,FALSE,4,"30","311","main",0.34,"wide","left",0.25,"narrow","L","N","away.from.trunk"
"648","6/28/21","21-MW3","1A","1","A",NA,"31","311",NA,NA,FALSE,4,"311","312","left",0.25,"narrow","right",0.34,"wide","L","=","away.from.trunk"
"649","6/28/21","21-MW3","1A","1","A",NA,"31",NA,NA,NA,FALSE,4,"312","30","right",0.34,"wide","main",0.34,"wide","L","W","to.trunk"
"650","6/28/21","21-MW3","1A","1","A",NA,"30",NA,NA,NA,FALSE,4,"31","32","left",0.34,"narrow","right",0.45,"wide","L","=","away.from.trunk"
"651","6/28/21","21-MW3","1A","1","A",NA,"32",NA,NA,NA,FALSE,4,"30","322","main",0.34,"wide","right",0.25,"narrow","R","N","away.from.trunk"
"652","6/28/21","21-MW3","1A","1","A",NA,"32",NA,NA,NA,FALSE,5,"322","322","right",0.25,"narrow","right",0.25,"narrow","U",NA,NA
"653","6/28/21","21-MW3","1A","1","A",NA,"32",NA,NA,NA,FALSE,5,"322","30","right",0.25,"narrow","main",0.34,"wide","L","=","to.trunk"
"654","6/28/21","21-MW3","1A","1","A",NA,"30",NA,NA,NA,FALSE,5,"32","3","right",0.45,"wide","main",0.45,"wide","L","W","to.trunk"
