"Junction","Direction.From","Width.From","Node.From","Rel.Width.From","Direction.To","Width.To","Node.To","Rel.Width.To","Turn.Type","Turn.Width","Turn.Trunk","Junction.Handedness","Turn.Angle","isUTurn","isSharpTurn","sharpIsLeft","Angle.From","Sharp.Turn.Prob","U.Turn.Prob","Turn.Probability"
"31","left",0.25,"311","narrow","right",0.34,"312","wide","L","=","away.from.trunk","LH","sharp",FALSE,TRUE,TRUE,"sharp",0.465790006713483,0.0805532756482322,0.4282690959085
"31","right",0.34,"312","wide","main",0.34,"30","wide","L","W","to.trunk","LH","shallow",FALSE,FALSE,FALSE,"shallow",0.299331596979977,0.159500659355306,0.588911330748901
"31","right",0.34,"312","wide","left",0.25,"311","narrow","R","N","away.from.trunk","LH","sharp",FALSE,TRUE,FALSE,"shallow",0.299331596979977,0.159500659355306,0.251588009895794
"31","right",0.34,"312","wide","right",0.34,"312","wide","U",NA,NA,"LH",NA,TRUE,NA,FALSE,"shallow",0.299331596979977,0.159500659355306,0.159500659355306
"32","main",0.34,"30","wide","main",0.34,"30","wide","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"main",0.546816897212879,0.247988620209972,0.247988620209972
"32","main",0.34,"30","wide","left",0.34,"321","wide","L","W","away.from.trunk","RH","shallow",FALSE,FALSE,FALSE,"main",0.546816897212879,0.247988620209972,0.340798850424469
"32","main",0.34,"30","wide","right",0.25,"322","narrow","R","N","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"main",0.546816897212879,0.247988620209972,0.411212529365559
"32","left",0.34,"321","wide","main",0.34,"30","wide","R","W","to.trunk","RH","shallow",FALSE,FALSE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.658686902582582
"32","left",0.34,"321","wide","left",0.34,"321","wide","U",NA,NA,"RH",NA,TRUE,NA,TRUE,"shallow",0.216314789637616,0.159500659355306,0.159500659355306
"32","left",0.34,"321","wide","right",0.25,"322","narrow","L","N","away.from.trunk","RH","sharp",FALSE,TRUE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.181812438062112
"32","right",0.25,"322","narrow","main",0.34,"30","wide","L","=","to.trunk","RH","shallow",FALSE,FALSE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.391336807201602
"32","right",0.25,"322","narrow","left",0.34,"321","wide","R","=","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.528109917150166
"32","right",0.25,"322","narrow","right",0.25,"322","narrow","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.0805532756482322
"40","main",0.45,"4","wide","main",0.45,"4","wide","U",NA,NA,"LH",NA,TRUE,NA,TRUE,"main",0.438076493849876,0.247988620209972,0.247988620209972
"40","main",0.45,"4","wide","left",0.34,"41","narrow","L","N","away.from.trunk","LH","sharp",FALSE,TRUE,TRUE,"main",0.438076493849876,0.247988620209972,0.329438508593623
"40","main",0.45,"4","wide","right",0.45,"42","wide","R","W","away.from.trunk","LH","shallow",FALSE,FALSE,TRUE,"main",0.438076493849876,0.247988620209972,0.422572871196405
"40","left",0.34,"41","narrow","main",0.45,"4","wide","R","=","to.trunk","LH","shallow",FALSE,FALSE,TRUE,"sharp",0.465790006713483,0.0805532756482322,0.491177628443268
"40","left",0.34,"41","narrow","left",0.34,"41","narrow","U",NA,NA,"LH",NA,TRUE,NA,TRUE,"sharp",0.465790006713483,0.0805532756482322,0.0805532756482322
"40","left",0.34,"41","narrow","right",0.45,"42","wide","L","=","away.from.trunk","LH","sharp",FALSE,TRUE,TRUE,"sharp",0.465790006713483,0.0805532756482322,0.4282690959085
"40","right",0.45,"42","wide","main",0.45,"4","wide","L","W","to.trunk","LH","shallow",FALSE,FALSE,FALSE,"shallow",0.299331596979977,0.159500659355306,0.588911330748901
"40","right",0.45,"42","wide","left",0.34,"41","narrow","R","N","away.from.trunk","LH","sharp",FALSE,TRUE,FALSE,"shallow",0.299331596979977,0.159500659355306,0.251588009895794
"40","right",0.45,"42","wide","right",0.45,"42","wide","U",NA,NA,"LH",NA,TRUE,NA,FALSE,"shallow",0.299331596979977,0.159500659355306,0.159500659355306
"41","main",0.34,"40","wide","main",0.34,"40","wide","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"main",0.546816897212879,0.247988620209972,0.247988620209972
"41","main",0.34,"40","wide","left",0.34,"411","wide","L","W","away.from.trunk","RH","shallow",FALSE,FALSE,FALSE,"main",0.546816897212879,0.247988620209972,0.340798850424469
"41","main",0.34,"40","wide","right",0.25,"412","narrow","R","N","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"main",0.546816897212879,0.247988620209972,0.411212529365559
"41","left",0.34,"411","wide","main",0.34,"40","wide","R","W","to.trunk","RH","shallow",FALSE,FALSE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.658686902582582
"41","left",0.34,"411","wide","left",0.34,"411","wide","U",NA,NA,"RH",NA,TRUE,NA,TRUE,"shallow",0.216314789637616,0.159500659355306,0.159500659355306
"41","left",0.34,"411","wide","right",0.25,"412","narrow","L","N","away.from.trunk","RH","sharp",FALSE,TRUE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.181812438062112
"41","right",0.25,"412","narrow","main",0.34,"40","wide","L","=","to.trunk","RH","shallow",FALSE,FALSE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.391336807201602
"41","right",0.25,"412","narrow","left",0.34,"411","wide","R","=","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.528109917150166
"41","right",0.25,"412","narrow","right",0.25,"412","narrow","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.0805532756482322
"42","main",0.45,"40","wide","main",0.45,"40","wide","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"main",0.546816897212879,0.247988620209972,0.247988620209972
"42","main",0.45,"40","wide","left",0.45,"421","wide","L","W","away.from.trunk","RH","shallow",FALSE,FALSE,FALSE,"main",0.546816897212879,0.247988620209972,0.340798850424469
"42","main",0.45,"40","wide","right",0.34,"422","narrow","R","N","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"main",0.546816897212879,0.247988620209972,0.411212529365559
"42","left",0.45,"421","wide","main",0.45,"40","wide","R","W","to.trunk","RH","shallow",FALSE,FALSE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.658686902582582
"42","left",0.45,"421","wide","left",0.45,"421","wide","U",NA,NA,"RH",NA,TRUE,NA,TRUE,"shallow",0.216314789637616,0.159500659355306,0.159500659355306
"42","left",0.45,"421","wide","right",0.34,"422","narrow","L","N","away.from.trunk","RH","sharp",FALSE,TRUE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.181812438062112
"42","right",0.34,"422","narrow","main",0.45,"40","wide","L","=","to.trunk","RH","shallow",FALSE,FALSE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.391336807201602
"42","right",0.34,"422","narrow","left",0.45,"421","wide","R","=","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.528109917150166
"42","right",0.34,"422","narrow","right",0.34,"422","narrow","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.0805532756482322
"50","main",0.45,"5","wide","main",0.45,"5","wide","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"main",0.546816897212879,0.247988620209972,0.247988620209972
"50","main",0.45,"5","wide","left",0.45,"51","wide","L","W","away.from.trunk","RH","shallow",FALSE,FALSE,FALSE,"main",0.546816897212879,0.247988620209972,0.340798850424469
"50","main",0.45,"5","wide","right",0.34,"52","narrow","R","N","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"main",0.546816897212879,0.247988620209972,0.411212529365559
"50","left",0.45,"51","wide","main",0.45,"5","wide","R","W","to.trunk","RH","shallow",FALSE,FALSE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.658686902582582
"50","left",0.45,"51","wide","left",0.45,"51","wide","U",NA,NA,"RH",NA,TRUE,NA,TRUE,"shallow",0.216314789637616,0.159500659355306,0.159500659355306
"50","left",0.45,"51","wide","right",0.34,"52","narrow","L","N","away.from.trunk","RH","sharp",FALSE,TRUE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.181812438062112
"50","right",0.34,"52","narrow","main",0.45,"5","wide","L","=","to.trunk","RH","shallow",FALSE,FALSE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.391336807201602
"50","right",0.34,"52","narrow","left",0.45,"51","wide","R","=","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.528109917150166
"50","right",0.34,"52","narrow","right",0.34,"52","narrow","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.0805532756482322
"60","main",0.45,"6","wide","main",0.45,"6","wide","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"main",0.546816897212879,0.247988620209972,0.247988620209972
"60","main",0.45,"6","wide","left",0.45,"61","wide","L","W","away.from.trunk","RH","shallow",FALSE,FALSE,FALSE,"main",0.546816897212879,0.247988620209972,0.340798850424469
"60","main",0.45,"6","wide","right",0.34,"62","narrow","R","N","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"main",0.546816897212879,0.247988620209972,0.411212529365559
"60","left",0.45,"61","wide","main",0.45,"6","wide","R","W","to.trunk","RH","shallow",FALSE,FALSE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.658686902582582
"60","left",0.45,"61","wide","left",0.45,"61","wide","U",NA,NA,"RH",NA,TRUE,NA,TRUE,"shallow",0.216314789637616,0.159500659355306,0.159500659355306
"60","left",0.45,"61","wide","right",0.34,"62","narrow","L","N","away.from.trunk","RH","sharp",FALSE,TRUE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.181812438062112
"60","right",0.34,"62","narrow","main",0.45,"6","wide","L","=","to.trunk","RH","shallow",FALSE,FALSE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.391336807201602
"60","right",0.34,"62","narrow","left",0.45,"61","wide","R","=","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.528109917150166
"60","right",0.34,"62","narrow","right",0.34,"62","narrow","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.0805532756482322
"111","main",0.25,"11","narrow","main",0.25,"11","narrow","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"main",0.546816897212879,0.247988620209972,0.247988620209972
"111","main",0.25,"11","narrow","left",0.25,"1111","narrow","L","=","away.from.trunk","RH","shallow",FALSE,FALSE,FALSE,"main",0.546816897212879,0.247988620209972,0.340798850424469
"111","main",0.25,"11","narrow","right",0.25,"1112","narrow","R","=","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"main",0.546816897212879,0.247988620209972,0.411212529365559
"111","left",0.25,"1111","narrow","main",0.25,"11","narrow","R","=","to.trunk","RH","shallow",FALSE,FALSE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.658686902582582
"111","left",0.25,"1111","narrow","left",0.25,"1111","narrow","U",NA,NA,"RH",NA,TRUE,NA,TRUE,"shallow",0.216314789637616,0.159500659355306,0.159500659355306
"111","left",0.25,"1111","narrow","right",0.25,"1112","narrow","L","=","away.from.trunk","RH","sharp",FALSE,TRUE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.181812438062112
"111","right",0.25,"1112","narrow","main",0.25,"11","narrow","L","=","to.trunk","RH","shallow",FALSE,FALSE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.391336807201602
"111","right",0.25,"1112","narrow","left",0.25,"1111","narrow","R","=","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.528109917150166
"111","right",0.25,"1112","narrow","right",0.25,"1112","narrow","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.0805532756482322
"112","main",0.34,"11","wide","main",0.34,"11","wide","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"main",0.546816897212879,0.247988620209972,0.247988620209972
"112","main",0.34,"11","wide","left",0.34,"1121","wide","L","W","away.from.trunk","RH","shallow",FALSE,FALSE,FALSE,"main",0.546816897212879,0.247988620209972,0.340798850424469
"112","main",0.34,"11","wide","right",0.25,"1122","narrow","R","N","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"main",0.546816897212879,0.247988620209972,0.411212529365559
"112","left",0.34,"1121","wide","main",0.34,"11","wide","R","W","to.trunk","RH","shallow",FALSE,FALSE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.658686902582582
"112","left",0.34,"1121","wide","left",0.34,"1121","wide","U",NA,NA,"RH",NA,TRUE,NA,TRUE,"shallow",0.216314789637616,0.159500659355306,0.159500659355306
"112","left",0.34,"1121","wide","right",0.25,"1122","narrow","L","N","away.from.trunk","RH","sharp",FALSE,TRUE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.181812438062112
"112","right",0.25,"1122","narrow","main",0.34,"11","wide","L","=","to.trunk","RH","shallow",FALSE,FALSE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.391336807201602
"112","right",0.25,"1122","narrow","left",0.34,"1121","wide","R","=","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.528109917150166
"112","right",0.25,"1122","narrow","right",0.25,"1122","narrow","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.0805532756482322
"121","main",0.34,"12","wide","main",0.34,"12","wide","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"main",0.546816897212879,0.247988620209972,0.247988620209972
"121","main",0.34,"12","wide","left",0.34,"1211","wide","L","W","away.from.trunk","RH","shallow",FALSE,FALSE,FALSE,"main",0.546816897212879,0.247988620209972,0.340798850424469
"121","main",0.34,"12","wide","right",0.25,"1212","narrow","R","N","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"main",0.546816897212879,0.247988620209972,0.411212529365559
"121","left",0.34,"1211","wide","main",0.34,"12","wide","R","W","to.trunk","RH","shallow",FALSE,FALSE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.658686902582582
"121","left",0.34,"1211","wide","left",0.34,"1211","wide","U",NA,NA,"RH",NA,TRUE,NA,TRUE,"shallow",0.216314789637616,0.159500659355306,0.159500659355306
"121","left",0.34,"1211","wide","right",0.25,"1212","narrow","L","N","away.from.trunk","RH","sharp",FALSE,TRUE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.181812438062112
"121","right",0.25,"1212","narrow","main",0.34,"12","wide","L","=","to.trunk","RH","shallow",FALSE,FALSE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.391336807201602
"121","right",0.25,"1212","narrow","left",0.34,"1211","wide","R","=","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.528109917150166
"121","right",0.25,"1212","narrow","right",0.25,"1212","narrow","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.0805532756482322
"122","main",0.45,"12","wide","main",0.45,"12","wide","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"main",0.546816897212879,0.247988620209972,0.247988620209972
"122","main",0.45,"12","wide","left",0.45,"1221","wide","L","W","away.from.trunk","RH","shallow",FALSE,FALSE,FALSE,"main",0.546816897212879,0.247988620209972,0.340798850424469
"122","main",0.45,"12","wide","right",0.34,"1222","narrow","R","N","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"main",0.546816897212879,0.247988620209972,0.411212529365559
"122","left",0.45,"1221","wide","main",0.45,"12","wide","R","W","to.trunk","RH","shallow",FALSE,FALSE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.658686902582582
"122","left",0.45,"1221","wide","left",0.45,"1221","wide","U",NA,NA,"RH",NA,TRUE,NA,TRUE,"shallow",0.216314789637616,0.159500659355306,0.159500659355306
"122","left",0.45,"1221","wide","right",0.34,"1222","narrow","L","N","away.from.trunk","RH","sharp",FALSE,TRUE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.181812438062112
"122","right",0.34,"1222","narrow","main",0.45,"12","wide","L","=","to.trunk","RH","shallow",FALSE,FALSE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.391336807201602
"122","right",0.34,"1222","narrow","left",0.45,"1221","wide","R","=","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.528109917150166
"122","right",0.34,"1222","narrow","right",0.34,"1222","narrow","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.0805532756482322
"211","main",0.34,"21","wide","main",0.34,"21","wide","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"main",0.546816897212879,0.247988620209972,0.247988620209972
"211","main",0.34,"21","wide","left",0.34,"2111","wide","L","W","away.from.trunk","RH","shallow",FALSE,FALSE,FALSE,"main",0.546816897212879,0.247988620209972,0.340798850424469
"211","main",0.34,"21","wide","right",0.25,"2112","narrow","R","N","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"main",0.546816897212879,0.247988620209972,0.411212529365559
"211","left",0.34,"2111","wide","main",0.34,"21","wide","R","W","to.trunk","RH","shallow",FALSE,FALSE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.658686902582582
"211","left",0.34,"2111","wide","left",0.34,"2111","wide","U",NA,NA,"RH",NA,TRUE,NA,TRUE,"shallow",0.216314789637616,0.159500659355306,0.159500659355306
"211","left",0.34,"2111","wide","right",0.25,"2112","narrow","L","N","away.from.trunk","RH","sharp",FALSE,TRUE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.181812438062112
"211","right",0.25,"2112","narrow","main",0.34,"21","wide","L","=","to.trunk","RH","shallow",FALSE,FALSE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.391336807201602
"211","right",0.25,"2112","narrow","left",0.34,"2111","wide","R","=","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.528109917150166
"211","right",0.25,"2112","narrow","right",0.25,"2112","narrow","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.0805532756482322
"212","main",0.45,"21","wide","main",0.45,"21","wide","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"main",0.546816897212879,0.247988620209972,0.247988620209972
"212","main",0.45,"21","wide","left",0.45,"2121","wide","L","W","away.from.trunk","RH","shallow",FALSE,FALSE,FALSE,"main",0.546816897212879,0.247988620209972,0.340798850424469
"212","main",0.45,"21","wide","right",0.34,"2122","narrow","R","N","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"main",0.546816897212879,0.247988620209972,0.411212529365559
"212","left",0.45,"2121","wide","main",0.45,"21","wide","R","W","to.trunk","RH","shallow",FALSE,FALSE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.658686902582582
"212","left",0.45,"2121","wide","left",0.45,"2121","wide","U",NA,NA,"RH",NA,TRUE,NA,TRUE,"shallow",0.216314789637616,0.159500659355306,0.159500659355306
"212","left",0.45,"2121","wide","right",0.34,"2122","narrow","L","N","away.from.trunk","RH","sharp",FALSE,TRUE,TRUE,"shallow",0.216314789637616,0.159500659355306,0.181812438062112
"212","right",0.34,"2122","narrow","main",0.45,"21","wide","L","=","to.trunk","RH","shallow",FALSE,FALSE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.391336807201602
"212","right",0.34,"2122","narrow","left",0.45,"2121","wide","R","=","away.from.trunk","RH","sharp",FALSE,TRUE,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.528109917150166
"212","right",0.34,"2122","narrow","right",0.34,"2122","narrow","U",NA,NA,"RH",NA,TRUE,NA,FALSE,"sharp",0.574377941824194,0.0805532756482322,0.0805532756482322
"221","main",0.25,"22","narrow","main",0.25,"22","narrow","U",NA,NA,"LH",NA,TRUE,NA,TRUE,"main",0.438076493849876,0.247988620209972,0.247988620209972
"221","main",0.25,"22","narrow","left",0.25,"2211","narrow","L","=","away.from.trunk","LH","sharp",FALSE,TRUE,TRUE,"main",0.438076493849876,0.247988620209972,0.329438508593623
"221","main",0.25,"22","narrow","right",0.25,"2212","narrow","R","=","away.from.trunk","LH","shallow",FALSE,FALSE,TRUE,"main",0.438076493849876,0.247988620209972,0.422572871196405
"221","left",0.25,"2211","narrow","main",0.25,"22","narrow","R","=","to.trunk","LH","shallow",FALSE,FALSE,TRUE,"sharp",0.465790006713483,0.0805532756482322,0.491177628443268
"221","left",0.25,"2211","narrow","left",0.25,"2211","narrow","U",NA,NA,"LH",NA,TRUE,NA,TRUE,"sharp",0.465790006713483,0.0805532756482322,0.0805532756482322
"221","left",0.25,"2211","narrow","right",0.25,"2212","narrow","L","=","away.from.trunk","LH","sharp",FALSE,TRUE,TRUE,"sharp",0.465790006713483,0.0805532756482322,0.4282690959085
"221","right",0.25,"2212","narrow","main",0.25,"22","narrow","L","=","to.trunk","LH","shallow",FALSE,FALSE,FALSE,"shallow",0.299331596979977,0.159500659355306,0.588911330748901
"221","right",0.25,"2212","narrow","left",0.25,"2211","narrow","R","=","away.from.trunk","LH","sharp",FALSE,TRUE,FALSE,"shallow",0.299331596979977,0.159500659355306,0.251588009895794
"221","right",0.25,"2212","narrow","right",0.25,"2212","narrow","U",NA,NA,"LH",NA,TRUE,NA,FALSE,"shallow",0.299331596979977,0.159500659355306,0.159500659355306
"222","main",0.34,"22","wide","main",0.34,"22","wide","U",NA,NA,"LH",NA,TRUE,NA,TRUE,"main",0.438076493849876,0.247988620209972,0.247988620209972
"222","main",0.34,"22","wide","left",0.25,"2221","narrow","L","N","away.from.trunk","LH","sharp",FALSE,TRUE,TRUE,"main",0.438076493849876,0.247988620209972,0.329438508593623
"222","main",0.34,"22","wide","right",0.34,"2222","wide","R","W","away.from.trunk","LH","shallow",FALSE,FALSE,TRUE,"main",0.438076493849876,0.247988620209972,0.422572871196405
"222","left",0.25,"2221","narrow","main",0.34,"22","wide","R","=","to.trunk","LH","shallow",FALSE,FALSE,TRUE,"sharp",0.465790006713483,0.0805532756482322,0.491177628443268
"222","left",0.25,"2221","narrow","left",0.25,"2221","narrow","U",NA,NA,"LH",NA,TRUE,NA,TRUE,"sharp",0.465790006713483,0.0805532756482322,0.0805532756482322
"222","left",0.25,"2221","narrow","right",0.34,"2222","wide","L","=","away.from.trunk","LH","sharp",FALSE,TRUE,TRUE,"sharp",0.465790006713483,0.0805532756482322,0.4282690959085
"222","right",0.34,"2222","wide","main",0.34,"22","wide","L","W","to.trunk","LH","shallow",FALSE,FALSE,FALSE,"shallow",0.299331596979977,0.159500659355306,0.588911330748901
"222","right",0.34,"2222","wide","left",0.25,"2221","narrow","R","N","away.from.trunk","LH","sharp",FALSE,TRUE,FALSE,"shallow",0.299331596979977,0.159500659355306,0.251588009895794
"222","right",0.34,"2222","wide","right",0.34,"2222","wide","U",NA,NA,"LH",NA,TRUE,NA,FALSE,"shallow",0.299331596979977,0.159500659355306,0.159500659355306
